SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
ZL3/OT-052,New Zealand - South Island,Otago,Richardson Mountains (North),2264,7427,168.5673,-44.6915,168.5673,-44.6915,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-053,New Zealand - South Island,Otago,Cosmos Peaks,2252,7388,168.2900,-44.5691,168.2900,-44.5691,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-054,New Zealand - South Island,Otago,Cleft Peak,2250,7381,168.5529,-44.5657,168.5529,-44.5657,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-055,New Zealand - South Island,Otago,Mount Aurum,2245,7365,168.6225,-44.7678,168.6225,-44.7678,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-056,New Zealand - South Island,Otago,Mount Wyn Irwin,2244,7362,169.6221,-44.1207,169.6221,-44.1207,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-057,New Zealand - South Island,Otago,Fog Peak,2240,7349,168.8043,-44.5229,168.8043,-44.5229,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-058,New Zealand - South Island,Otago,Ben Nevis,2234,7329,168.8483,-45.1677,168.8483,-45.1677,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-059,New Zealand - South Island,Otago,Teds Spur,2232,7322,168.4700,-44.8820,168.4700,-44.8820,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-060,New Zealand - South Island,Otago,ZL3/OT-060,2227,7306,168.9831,-44.5172,168.9831,-44.5172,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-061,New Zealand - South Island,Otago,Craigroyston Peak,2211,7253,168.7606,-44.5384,168.7606,-44.5384,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-062,New Zealand - South Island,Otago,ZL3/OT-062,2211,7253,168.5979,-44.7635,168.5979,-44.7635,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-063,New Zealand - South Island,Otago,Mount Tole,2203,7227,169.5126,-44.0573,169.5126,-44.0573,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-064,New Zealand - South Island,Otago,Triple Peak,2203,7227,168.9344,-44.4789,168.9344,-44.4789,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-065,New Zealand - South Island,Otago,Mount Repulse,2202,7224,168.7080,-44.5774,168.7080,-44.5774,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-066,New Zealand - South Island,Otago,ZL3/OT-066,2202,7224,169.5671,-44.0563,169.5671,-44.0563,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-067,New Zealand - South Island,Otago,Celtic Peak,2198,7211,169.5313,-44.2371,169.5313,-44.2371,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-068,New Zealand - South Island,Otago,Minaret Peaks,2193,7194,169.0035,-44.4349,169.0035,-44.4349,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-069,New Zealand - South Island,Otago,Mount Awful,2192,7191,169.0625,-44.1411,169.0625,-44.1411,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-070,New Zealand - South Island,Otago,Mallory Peak,2184,7165,168.3067,-44.4997,168.3067,-44.4997,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-071,New Zealand - South Island,Otago,ZL3/OT-071,2182,7158,168.6172,-44.5690,168.6172,-44.5690,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-072,New Zealand - South Island,Otago,ZL3/OT-072,2176,7139,168.6011,-44.5694,168.6011,-44.5694,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-073,New Zealand - South Island,Otago,ZL3/OT-073,2175,7135,169.2796,-44.3099,169.2796,-44.3099,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-074,New Zealand - South Island,Otago,ZL3/OT-074,2175,7135,169.6393,-44.1089,169.6393,-44.1089,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-075,New Zealand - South Island,Otago,ZL3/OT-075,2175,7135,168.2271,-44.6730,168.2271,-44.6730,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-076,New Zealand - South Island,Otago,Dragonfly Peak,2165,7103,168.8793,-44.4090,168.8793,-44.4090,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-077,New Zealand - South Island,Otago,ZL3/OT-077,2164,7099,168.2834,-44.7859,168.2834,-44.7859,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-078,New Zealand - South Island,Otago,ZL3/OT-078,2161,7089,169.5295,-44.0896,169.5295,-44.0896,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-079,New Zealand - South Island,Otago,ZL3/OT-079,2151,7057,169.0860,-44.1984,169.0860,-44.1984,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-080,New Zealand - South Island,Otago,Mount Turner,2150,7053,169.0863,-44.2188,169.0863,-44.2188,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-081,New Zealand - South Island,Otago,ZL3/OT-081,2149,7050,168.8837,-44.4169,168.8837,-44.4169,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-082,New Zealand - South Island,Otago,ZL3/OT-082,2142,7027,168.5544,-44.7716,168.5544,-44.7716,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-083,New Zealand - South Island,Otago,Mount Kuri,2141,7024,169.0067,-44.2055,169.0067,-44.2055,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-084,New Zealand - South Island,Otago,ZL3/OT-084,2136,7007,168.6004,-44.7111,168.6004,-44.7111,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-085,New Zealand - South Island,Otago,Hedin Peak,2135,7004,168.3488,-44.5077,168.3488,-44.5077,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-086,New Zealand - South Island,Otago,ZL3/OT-086,2128,6981,169.4960,-44.1211,169.4960,-44.1211,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-087,New Zealand - South Island,Otago,ZL3/OT-087,2127,6978,168.8961,-44.3629,168.8961,-44.3629,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-088,New Zealand - South Island,Otago,Mount Twilight,2127,6978,168.8927,-44.2981,168.8927,-44.2981,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-089,New Zealand - South Island,Otago,ZL3/OT-089,2127,6978,168.8686,-45.1817,168.8686,-45.1817,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-090,New Zealand - South Island,Otago,Major Peak,2126,6975,168.4752,-44.9125,168.4752,-44.9125,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-091,New Zealand - South Island,Otago,ZL3/OT-091,2120,6955,168.2972,-44.5553,168.2972,-44.5553,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-092,New Zealand - South Island,Otago,Bold Peak,2118,6948,168.3026,-44.8479,168.3026,-44.8479,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-093,New Zealand - South Island,Otago,ZL3/OT-093,2117,6945,168.2345,-44.7616,168.2345,-44.7616,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-094,New Zealand - South Island,Otago,ZL3/OT-094,2108,6916,168.7235,-44.5597,168.7235,-44.5597,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-095,New Zealand - South Island,Otago,Mount Butement,2104,6902,168.5253,-44.8523,168.5253,-44.8523,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-096,New Zealand - South Island,Otago,ZL3/OT-096,2101,6893,168.8563,-45.1064,168.8563,-45.1064,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-097,New Zealand - South Island,Otago,End Peak,2100,6889,168.9086,-44.6817,168.9086,-44.6817,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-098,New Zealand - South Island,Otago,St Bathans Range,2098,6883,169.7491,-44.7167,169.7491,-44.7167,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-099,New Zealand - South Island,Otago,ZL3/OT-099,2098,6883,168.8271,-45.1740,168.8271,-45.1740,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-100,New Zealand - South Island,Otago,ZL3/OT-100,2096,6876,168.1834,-44.8876,168.1834,-44.8876,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-101,New Zealand - South Island,Otago,Sharks Tooth Peak,2096,6876,168.7768,-44.5298,168.7768,-44.5298,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-102,New Zealand - South Island,Otago,ZL3/OT-102,2095,6873,168.6986,-44.5898,168.6986,-44.5898,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-103,New Zealand - South Island,Otago,Tent Peak,2089,6853,169.4689,-44.1579,169.4689,-44.1579,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-104,New Zealand - South Island,Otago,Temple Peak,2089,6853,168.4854,-44.7975,168.4854,-44.7975,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-105,New Zealand - South Island,Otago,Treble Cone,2080,6824,168.8737,-44.6306,168.8737,-44.6306,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-106,New Zealand - South Island,Otago,Leaning Mount,2077,6814,169.5211,-44.2738,169.5211,-44.2738,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-107,New Zealand - South Island,Otago,James Peak,2072,6797,168.8453,-45.2468,168.8453,-45.2468,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-108,New Zealand - South Island,Otago,Upper Peak,2072,6797,168.2655,-44.7410,168.2655,-44.7410,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-109,New Zealand - South Island,Otago,Johansen Peak,2070,6791,168.3821,-44.4969,168.3821,-44.4969,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-110,New Zealand - South Island,Otago,Round Hill,2066,6778,168.5253,-44.7813,168.5253,-44.7813,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-111,New Zealand - South Island,Otago,Mount Albert,2064,6771,169.0815,-44.3268,169.0815,-44.3268,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-112,New Zealand - South Island,Otago,Triplet Mountain,2064,6771,169.3197,-44.3286,169.3197,-44.3286,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-113,New Zealand - South Island,Otago,Tooth Peak,2061,6761,168.3181,-44.9786,168.3181,-44.9786,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-114,New Zealand - South Island,Otago,Mount Hyde,2056,6745,168.7995,-44.7537,168.7995,-44.7537,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-115,New Zealand - South Island,Otago,ZL3/OT-115,2053,6735,168.5358,-44.8045,168.5358,-44.8045,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-116,New Zealand - South Island,Otago,ZL3/OT-116,2051,6729,168.5295,-44.7640,168.5295,-44.7640,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-117,New Zealand - South Island,Otago,ZL3/OT-117,2043,6702,168.9158,-44.4408,168.9158,-44.4408,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-118,New Zealand - South Island,Otago,Mount Buck,2035,6676,168.5351,-44.8142,168.5351,-44.8142,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-119,New Zealand - South Island,Otago,Mount Motatapu,2030,6660,168.8268,-44.7234,168.8268,-44.7234,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-120,New Zealand - South Island,Otago,Mount Vesta,2027,6650,168.9255,-44.2428,168.9255,-44.2428,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-121,New Zealand - South Island,Otago,Terrace Peak,2027,6650,169.3274,-44.3546,169.3274,-44.3546,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-122,New Zealand - South Island,Otago,ZL3/OT-122,2026,6646,169.0921,-44.1449,169.0921,-44.1449,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-123,New Zealand - South Island,Otago,ZL3/OT-123,2025,6643,169.4200,-44.2054,169.4200,-44.2054,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-124,New Zealand - South Island,Otago,ZL3/OT-124,2024,6640,168.1998,-44.8598,168.1998,-44.8598,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-125,New Zealand - South Island,Otago,ZL3/OT-125,2020,6627,169.3808,-44.1704,169.3808,-44.1704,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-126,New Zealand - South Island,Otago,ZL3/OT-126,2020,6627,169.3581,-44.2051,169.3581,-44.2051,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-127,New Zealand - South Island,Otago,Homestead Peak,2020,6627,168.7644,-44.4637,168.7644,-44.4637,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-128,New Zealand - South Island,Otago,Niger Peak,2018,6620,168.8452,-44.5232,168.8452,-44.5232,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-129,New Zealand - South Island,Otago,ZL3/OT-129,2016,6614,169.2949,-44.2165,169.2949,-44.2165,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-130,New Zealand - South Island,Otago,ZL3/OT-130,2016,6614,168.2864,-44.5372,168.2864,-44.5372,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-131,New Zealand - South Island,Otago,Mount Patriarch,2015,6610,169.3745,-44.2567,169.3745,-44.2567,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-132,New Zealand - South Island,Otago,Lois Peak,2015,6610,168.8811,-44.3094,168.8811,-44.3094,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-133,New Zealand - South Island,Otago,Mount Juno,2012,6601,168.9298,-44.2264,168.9298,-44.2264,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-134,New Zealand - South Island,Otago,Mount Arne,2011,6597,168.9347,-44.2549,168.9347,-44.2549,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-135,New Zealand - South Island,Otago,Mount Doris,2010,6594,169.0363,-44.1197,169.0363,-44.1197,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-136,New Zealand - South Island,Otago,ZL3/OT-136,2010,6594,168.3102,-44.9834,168.3102,-44.9834,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-137,New Zealand - South Island,Otago,ZL3/OT-137,2008,6587,168.8577,-45.0606,168.8577,-45.0606,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-138,New Zealand - South Island,Otago,Buchanan Peaks,2004,6574,168.9697,-44.5524,168.9697,-44.5524,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-139,New Zealand - South Island,Otago,Minos Peak,2002,6568,168.2477,-44.6197,168.2477,-44.6197,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-140,New Zealand - South Island,Otago,Mount Shrimpton,2002,6568,169.2828,-44.2378,169.2828,-44.2378,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-141,New Zealand - South Island,Otago,The Remarkables,2000,6561,168.7932,-45.1011,168.7932,-45.1011,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-142,New Zealand - South Island,Otago,Teat Ridge,1999,6558,169.2451,-44.3638,169.2451,-44.3638,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-143,New Zealand - South Island,Otago,ZL3/OT-143,1999,6558,168.1798,-44.8782,168.1798,-44.8782,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-144,New Zealand - South Island,Otago,ZL3/OT-144,1998,6555,168.8168,-44.6124,168.8168,-44.6124,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-145,New Zealand - South Island,Otago,ZL3/OT-145,1996,6548,169.4078,-44.1970,169.4078,-44.1970,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-146,New Zealand - South Island,Otago,Mount Eostre,1995,6545,168.8578,-44.4412,168.8578,-44.4412,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-147,New Zealand - South Island,Otago,Mount Chaos,1995,6545,168.2663,-44.6117,168.2663,-44.6117,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-148,New Zealand - South Island,Otago,ZL3/OT-148,1993,6538,169.4043,-44.2711,169.4043,-44.2711,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-149,New Zealand - South Island,Otago,Black Peak,1989,6525,168.4816,-44.8213,168.4816,-44.8213,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-150,New Zealand - South Island,Otago,Wallers Spur,1988,6522,168.5271,-44.8361,168.5271,-44.8361,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-151,New Zealand - South Island,Otago,Mount Erebus,1978,6489,168.1916,-44.7003,168.1916,-44.7003,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-152,New Zealand - South Island,Otago,Cecil Peak,1978,6489,168.6331,-45.1217,168.6331,-45.1217,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-153,New Zealand - South Island,Otago,Mount Arnold,1978,6489,169.4905,-44.3281,169.4905,-44.3281,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-154,New Zealand - South Island,Otago,ZL3/OT-154,1976,6482,169.5290,-44.2811,169.5290,-44.2811,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-155,New Zealand - South Island,Otago,ZL3/OT-155,1972,6469,169.0055,-44.3917,169.0055,-44.3917,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-156,New Zealand - South Island,Otago,Jean Batten Peak,1971,6466,168.1731,-44.8589,168.1731,-44.8589,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-157,New Zealand - South Island,Otago,Eyre Peak,1969,6459,168.4597,-45.3239,168.4597,-45.3239,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-158,New Zealand - South Island,Otago,ZL3/OT-158,1969,6459,168.6995,-44.6154,168.6995,-44.6154,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-159,New Zealand - South Island,Otago,Mount Cunningham,1968,6456,168.5479,-44.5388,168.5479,-44.5388,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-160,New Zealand - South Island,Otago,ZL3/OT-160,1968,6456,168.3104,-45.0072,168.3104,-45.0072,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-161,New Zealand - South Island,Otago,ZL3/OT-161,1966,6450,169.3936,-44.1588,169.3936,-44.1588,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-162,New Zealand - South Island,Otago,Amphion Peak,1965,6446,168.2341,-44.6051,168.2341,-44.6051,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-163,New Zealand - South Island,Otago,Mount Pisa,1963,6440,169.1908,-44.8721,169.1908,-44.8721,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-164,New Zealand - South Island,Otago,ZL3/OT-164,1963,6440,168.7467,-44.5702,168.7467,-44.5702,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-165,New Zealand - South Island,Otago,ZL3/OT-165,1961,6433,169.0428,-44.2654,169.0428,-44.2654,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-166,New Zealand - South Island,Otago,ZL3/OT-166,1960,6430,168.2563,-44.7742,168.2563,-44.7742,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-167,New Zealand - South Island,Otago,ZL3/OT-167,1960,6430,168.6285,-45.1089,168.6285,-45.1089,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-168,New Zealand - South Island,Otago,ZL3/OT-168,1956,6417,169.1578,-44.1323,169.1578,-44.1323,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-169,New Zealand - South Island,Otago,Mount Broome,1954,6410,169.1231,-44.2285,169.1231,-44.2285,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-170,New Zealand - South Island,Otago,ZL3/OT-170,1952,6404,168.2223,-44.7429,168.2223,-44.7429,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-171,New Zealand - South Island,Otago,ZL3/OT-171,1947,6387,169.5007,-44.1416,169.5007,-44.1416,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-172,New Zealand - South Island,Otago,ZL3/OT-172,1946,6384,169.3695,-44.2254,169.3695,-44.2254,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-173,New Zealand - South Island,Otago,ZL3/OT-173,1946,6384,169.1708,-44.1676,169.1708,-44.1676,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-174,New Zealand - South Island,Otago,The Sentinel,1946,6384,168.9584,-44.2067,168.9584,-44.2067,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-175,New Zealand - South Island,Otago,Mount Jumbo,1945,6381,168.9888,-44.2849,168.9888,-44.2849,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-176,New Zealand - South Island,Otago,ZL3/OT-176,1944,6377,168.4293,-44.6561,168.4293,-44.6561,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-177,New Zealand - South Island,Otago,Mount Nox,1940,6364,168.2748,-44.6407,168.2748,-44.6407,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-178,New Zealand - South Island,Otago,ZL3/OT-178,1940,6364,169.3497,-44.2258,169.3497,-44.2258,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-179,New Zealand - South Island,Otago,ZL3/OT-179,1940,6364,168.9057,-44.3402,168.9057,-44.3402,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-180,New Zealand - South Island,Otago,Mount Cardrona,1936,6351,168.9395,-44.8514,168.9395,-44.8514,8,3,01/05/2016,31/12/2099,1,16/12/2017,ZL/HB9DQM/P,
ZL3/OT-181,New Zealand - South Island,Otago,Misty Peak,1930,6332,169.1073,-44.0954,169.1073,-44.0954,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-182,New Zealand - South Island,Otago,ZL3/OT-182,1929,6328,169.4290,-44.1537,169.4290,-44.1537,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-183,New Zealand - South Island,Otago,ZL3/OT-183,1928,6325,169.5012,-44.3054,169.5012,-44.3054,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-184,New Zealand - South Island,Otago,Mount Melina,1925,6315,169.5425,-44.4486,169.5425,-44.4486,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-185,New Zealand - South Island,Otago,Young Peak,1920,6299,169.0743,-44.1107,169.0743,-44.1107,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-186,New Zealand - South Island,Otago,ZL3/OT-186,1920,6299,169.2730,-44.3516,169.2730,-44.3516,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-187,New Zealand - South Island,Otago,ZL3/OT-187,1919,6295,168.1988,-44.7404,168.1988,-44.7404,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-188,New Zealand - South Island,Otago,ZL3/OT-188,1917,6289,169.4635,-44.1407,169.4635,-44.1407,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-189,New Zealand - South Island,Otago,ZL3/OT-189,1916,6286,168.1957,-44.9122,168.1957,-44.9122,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-190,New Zealand - South Island,Otago,ZL3/OT-190,1914,6279,169.2662,-44.2678,169.2662,-44.2678,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-191,New Zealand - South Island,Otago,Turret Peaks,1914,6279,169.0758,-44.2824,169.0758,-44.2824,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-192,New Zealand - South Island,Otago,Mount Xenicus,1912,6272,168.1895,-44.7137,168.1895,-44.7137,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-193,New Zealand - South Island,Otago,Mount Turnbull,1910,6266,168.3209,-45.1305,168.3209,-45.1305,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-194,New Zealand - South Island,Otago,Mount Campbell,1909,6263,168.6544,-44.6973,168.6544,-44.6973,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-195,New Zealand - South Island,Otago,Teat Ridge,1909,6263,169.2537,-44.3581,169.2537,-44.3581,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-196,New Zealand - South Island,Otago,ZL3/OT-196,1907,6256,168.9371,-44.3883,168.9371,-44.3883,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-197,New Zealand - South Island,Otago,Mount Greenland,1906,6253,168.6849,-44.6447,168.6849,-44.6447,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-198,New Zealand - South Island,Otago,Mount Martha,1906,6253,169.5468,-44.4219,169.5468,-44.4219,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-199,New Zealand - South Island,Otago,ZL3/OT-199,1905,6250,168.4064,-45.3219,168.4064,-45.3219,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-200,New Zealand - South Island,Otago,Seton Peak,1905,6250,168.7613,-44.6096,168.7613,-44.6096,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-201,New Zealand - South Island,Otago,Symmetry Peaks,1904,6246,168.5667,-45.2861,168.5667,-45.2861,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-202,New Zealand - South Island,Otago,ZL3/OT-202,1903,6243,168.2590,-44.8248,168.2590,-44.8248,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-203,New Zealand - South Island,Otago,ZL3/OT-203,1900,6233,168.9756,-44.3632,168.9756,-44.3632,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-204,New Zealand - South Island,Otago,ZL3/OT-204,1895,6217,168.8586,-44.7461,168.8586,-44.7461,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-205,New Zealand - South Island,Otago,ZL3/OT-205,1894,6213,168.3012,-44.9809,168.3012,-44.9809,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-206,New Zealand - South Island,Otago,ZL3/OT-206,1889,6197,168.4963,-45.2845,168.4963,-45.2845,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-207,New Zealand - South Island,Otago,ZL3/OT-207,1879,6164,168.9568,-44.4138,168.9568,-44.4138,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-208,New Zealand - South Island,Otago,Birch Hill,1877,6158,169.5572,-44.3824,169.5572,-44.3824,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-209,New Zealand - South Island,Otago,Hawkdun Range,1876,6154,169.9731,-44.7418,169.9731,-44.7418,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-210,New Zealand - South Island,Otago,ZL3/OT-210,1875,6151,168.3954,-44.6913,168.3954,-44.6913,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-211,New Zealand - South Island,Otago,ZL3/OT-211,1874,6148,168.5045,-45.3088,168.5045,-45.3088,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-212,New Zealand - South Island,Otago,Mount Crichton,1873,6145,168.4843,-45.0202,168.4843,-45.0202,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-213,New Zealand - South Island,Otago,ZL3/OT-213,1865,6118,168.2394,-44.9090,168.2394,-44.9090,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-214,New Zealand - South Island,Otago,ZL3/OT-214,1864,6115,169.1312,-44.2006,169.1312,-44.2006,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-215,New Zealand - South Island,Otago,ZL3/OT-215,1863,6112,168.2370,-44.6564,168.2370,-44.6564,8,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-216,New Zealand - South Island,Otago,Mount Gladwish,1861,6105,169.5735,-44.3115,169.5735,-44.3115,8,3,01/05/2016,31/12/2099,0,,,
